Number	|	Question	|	Answer	|	Step 1	|	Step 2	|	Step 3	|	Step 4	|	Step 5	|	Type	|	Skill	|	Grade
	|	What is  508 divided by  11 equal to?	|	508 divided by  11 is equal to 46 with a remainder of 2	|	"The first two digits of the dividend, 50,  are divisible by 11, as 11 times 4 equals 44, which when subtracted leaves a remainder of 6"	|	"Then take the remainder from the first step, 6 , and the next digit from the dividend, which, together, gives you 68 which is divisible by 11, as 11 times 6 equals 66, which when subtracted leaves a remainder of 2"	|		|		|		|	LONG DIVISION	|	DIVISION	|	5
	|	What is  814 divided by  4 equal to?	|	814 divided by  4 is equal to 203 with a remainder of 2	|	"The first digit of the dividend, 8,  is divisible by 4, as 4 times 2 equals 8, which when subtracted leaves a remainder of 0"	|	"Then, as the remainder was 0 which, taken together with the next digit, equals 1 is not divisible by 4,  you need to add a zero to the quotient, and 1 becomes the remainder, and move to the next step"	|	"Then take the remainder from the second step, 1, and the next digit from the dividend, which, together, gives you 14 which is divisible by 4, as 4 times 3 equals 12, which when subtracted leaves a remainder of 2"	|		|		|	LONG DIVISION	|	DIVISION	|	5
	|	What is  365 divided by  3 equal to?	|	365 divided by  3 is equal to 121 with a remainder of 2	|	"The first digit of the dividend, 3,  is divisible by 3, as 3 times 1 equals 3, which when subtracted leaves a remainder of 0"	|	"Then take the remainder from the first step, 0 , and the next digit from the dividend, which, together, gives you 6 which is divisible by 3, as 3 times 2 equals 6, which when subtracted leaves a remainder of 0"	|	"Then take the remainder from the second step, 0, and the next digit from the dividend, which, together, gives you 5 which is divisible by 3, as 3 times 1 equals 3, which when subtracted leaves a remainder of 2"	|		|		|	LONG DIVISION	|	DIVISION	|	5
	|	What is  59 divided by  9 equal to?	|	59 divided by  9 is equal to 6 with a remainder of 5	|	"The first two digits of the dividend, 59,  are divisible by 9, as 9 times 6 equals 54, which when subtracted leaves a remainder of 5"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	5
	|	What is  934 divided by  5 equal to?	|	934 divided by  5 is equal to 186 with a remainder of 4	|	"The first digit of the dividend, 9,  is divisible by 5, as 5 times 1 equals 5, which when subtracted leaves a remainder of 4"	|	"Then take the remainder from the first step, 4 , and the next digit from the dividend, which, together, gives you 43 which is divisible by 5, as 5 times 8 equals 40, which when subtracted leaves a remainder of 3"	|	"Then take the remainder from the second step, 3, and the next digit from the dividend, which, together, gives you 34 which is divisible by 5, as 5 times 6 equals 30, which when subtracted leaves a remainder of 4"	|		|		|	LONG DIVISION	|	DIVISION	|	5
	|	What is  666 divided by  3 equal to?	|	666 divided by  3 is equal to 222 with a remainder of 0	|	"The first digit of the dividend, 6,  is divisible by 3, as 3 times 2 equals 6, which when subtracted leaves a remainder of 0"	|	"Then take the remainder from the first step, 0 , and the next digit from the dividend, which, together, gives you 6 which is divisible by 3, as 3 times 2 equals 6, which when subtracted leaves a remainder of 0"	|	"Then take the remainder from the second step, 0, and the next digit from the dividend, which, together, gives you 6 which is divisible by 3, as 3 times 2 equals 6, which when subtracted leaves a remainder of 0"	|		|		|	LONG DIVISION	|	DIVISION	|	5
	|	What is  76 divided by  5 equal to?	|	76 divided by  5 is equal to 15 with a remainder of 1	|	"The first digit of the dividend, 7,  is divisible by 5, as 5 times 1 equals 5, which when subtracted leaves a remainder of 2"	|	"Then take the remainder from the first step, 2 , and the next digit from the dividend, which, together, gives you 26 which is divisible by 5, as 5 times 5 equals 25, which when subtracted leaves a remainder of 1"	|		|		|		|	LONG DIVISION	|	DIVISION	|	5
	|	What is  623 divided by  4 equal to?	|	623 divided by  4 is equal to 155 with a remainder of 3	|	"The first digit of the dividend, 6,  is divisible by 4, as 4 times 1 equals 4, which when subtracted leaves a remainder of 2"	|	"Then take the remainder from the first step, 2 , and the next digit from the dividend, which, together, gives you 22 which is divisible by 4, as 4 times 5 equals 20, which when subtracted leaves a remainder of 2"	|	"Then take the remainder from the second step, 2, and the next digit from the dividend, which, together, gives you 23 which is divisible by 4, as 4 times 5 equals 20, which when subtracted leaves a remainder of 3"	|		|		|	LONG DIVISION	|	DIVISION	|	5
	|	What is  906 divided by  3 equal to?	|	906 divided by  3 is equal to 302 with a remainder of 0	|	"The first digit of the dividend, 9,  is divisible by 3, as 3 times 3 equals 9, which when subtracted leaves a remainder of 0"	|	"Then, as the remainder was 0 which, taken together with the next digit, equals 0 is not divisible by 3,  you need to add a zero to the quotient, and 0 becomes the remainder, and move to the next step"	|	"Then take the remainder from the second step, 0, and the next digit from the dividend, which, together, gives you 6 which is divisible by 3, as 3 times 2 equals 6, which when subtracted leaves a remainder of 0"	|		|		|	LONG DIVISION	|	DIVISION	|	5
	|	What is  167 divided by  5 equal to?	|	167 divided by  5 is equal to 33 with a remainder of 2	|	"The first two digits of the dividend, 16,  are divisible by 5, as 5 times 3 equals 15, which when subtracted leaves a remainder of 1"	|	"Then take the remainder from the first step, 1 , and the next digit from the dividend, which, together, gives you 17 which is divisible by 5, as 5 times 3 equals 15, which when subtracted leaves a remainder of 2"	|		|		|		|	LONG DIVISION	|	DIVISION	|	5
	|	What is  787 divided by  2 equal to?	|	787 divided by  2 is equal to 393 with a remainder of 1	|	"The first digit of the dividend, 7,  is divisible by 2, as 2 times 3 equals 6, which when subtracted leaves a remainder of 1"	|	"Then take the remainder from the first step, 1 , and the next digit from the dividend, which, together, gives you 18 which is divisible by 2, as 2 times 9 equals 18, which when subtracted leaves a remainder of 0"	|	"Then take the remainder from the second step, 0, and the next digit from the dividend, which, together, gives you 7 which is divisible by 2, as 2 times 3 equals 6, which when subtracted leaves a remainder of 1"	|		|		|	LONG DIVISION	|	DIVISION	|	5
	|	What is  788 divided by  8 equal to?	|	788 divided by  8 is equal to 98 with a remainder of 4	|	"The first two digits of the dividend, 78,  are divisible by 8, as 8 times 9 equals 72, which when subtracted leaves a remainder of 6"	|	"Then take the remainder from the first step, 6 , and the next digit from the dividend, which, together, gives you 68 which is divisible by 8, as 8 times 8 equals 64, which when subtracted leaves a remainder of 4"	|		|		|		|	LONG DIVISION	|	DIVISION	|	5
	|	What is  332 divided by  7 equal to?	|	332 divided by  7 is equal to 47 with a remainder of 3	|	"The first two digits of the dividend, 33,  are divisible by 7, as 7 times 4 equals 28, which when subtracted leaves a remainder of 5"	|	"Then take the remainder from the first step, 5 , and the next digit from the dividend, which, together, gives you 52 which is divisible by 7, as 7 times 7 equals 49, which when subtracted leaves a remainder of 3"	|		|		|		|	LONG DIVISION	|	DIVISION	|	5
	|	What is  223 divided by  12 equal to?	|	223 divided by  12 is equal to 18 with a remainder of 7	|	"The first two digits of the dividend, 22,  are divisible by 12, as 12 times 1 equals 12, which when subtracted leaves a remainder of 10"	|	"Then take the remainder from the first step, 10 , and the next digit from the dividend, which, together, gives you 103 which is divisible by 12, as 12 times 8 equals 96, which when subtracted leaves a remainder of 7"	|		|		|		|	LONG DIVISION	|	DIVISION	|	5
	|	What is  405 divided by  6 equal to?	|	405 divided by  6 is equal to 67 with a remainder of 3	|	"The first two digits of the dividend, 40,  are divisible by 6, as 6 times 6 equals 36, which when subtracted leaves a remainder of 4"	|	"Then take the remainder from the first step, 4 , and the next digit from the dividend, which, together, gives you 45 which is divisible by 6, as 6 times 7 equals 42, which when subtracted leaves a remainder of 3"	|		|		|		|	LONG DIVISION	|	DIVISION	|	5
	|	What is  461 divided by  3 equal to?	|	461 divided by  3 is equal to 153 with a remainder of 2	|	"The first digit of the dividend, 4,  is divisible by 3, as 3 times 1 equals 3, which when subtracted leaves a remainder of 1"	|	"Then take the remainder from the first step, 1 , and the next digit from the dividend, which, together, gives you 16 which is divisible by 3, as 3 times 5 equals 15, which when subtracted leaves a remainder of 1"	|	"Then take the remainder from the second step, 1, and the next digit from the dividend, which, together, gives you 11 which is divisible by 3, as 3 times 3 equals 9, which when subtracted leaves a remainder of 2"	|		|		|	LONG DIVISION	|	DIVISION	|	5
	|	What is  71 divided by  5 equal to?	|	71 divided by  5 is equal to 14 with a remainder of 1	|	"The first digit of the dividend, 7,  is divisible by 5, as 5 times 1 equals 5, which when subtracted leaves a remainder of 2"	|	"Then take the remainder from the first step, 2 , and the next digit from the dividend, which, together, gives you 21 which is divisible by 5, as 5 times 4 equals 20, which when subtracted leaves a remainder of 1"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  81 divided by  5 equal to?	|	81 divided by  5 is equal to 16 with a remainder of 1	|	"The first digit of the dividend, 8,  is divisible by 5, as 5 times 1 equals 5, which when subtracted leaves a remainder of 3"	|	"Then take the remainder from the first step, 3 , and the next digit from the dividend, which, together, gives you 31 which is divisible by 5, as 5 times 6 equals 30, which when subtracted leaves a remainder of 1"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  110 divided by  6 equal to?	|	110 divided by  6 is equal to 18 with a remainder of 2	|	"The first two digits of the dividend, 11,  are divisible by 6, as 6 times 1 equals 6, which when subtracted leaves a remainder of 5"	|	"Then take the remainder from the first step, 5 , and the next digit from the dividend, which, together, gives you 50 which is divisible by 6, as 6 times 8 equals 48, which when subtracted leaves a remainder of 2"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  20 divided by  5 equal to?	|	20 divided by  5 is equal to 4 with a remainder of 0	|	"The first two digits of the dividend, 20,  are divisible by 5, as 5 times 4 equals 20, which when subtracted leaves a remainder of 0"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  30 divided by  5 equal to?	|	30 divided by  5 is equal to 6 with a remainder of 0	|	"The first two digits of the dividend, 30,  are divisible by 5, as 5 times 6 equals 30, which when subtracted leaves a remainder of 0"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  97 divided by  8 equal to?	|	97 divided by  8 is equal to 12 with a remainder of 1	|	"The first digit of the dividend, 9,  is divisible by 8, as 8 times 1 equals 8, which when subtracted leaves a remainder of 1"	|	"Then take the remainder from the first step, 1 , and the next digit from the dividend, which, together, gives you 17 which is divisible by 8, as 8 times 2 equals 16, which when subtracted leaves a remainder of 1"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  88 divided by  6 equal to?	|	88 divided by  6 is equal to 14 with a remainder of 4	|	"The first digit of the dividend, 8,  is divisible by 6, as 6 times 1 equals 6, which when subtracted leaves a remainder of 2"	|	"Then take the remainder from the first step, 2 , and the next digit from the dividend, which, together, gives you 28 which is divisible by 6, as 6 times 4 equals 24, which when subtracted leaves a remainder of 4"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  56 divided by  9 equal to?	|	56 divided by  9 is equal to 6 with a remainder of 2	|	"The first two digits of the dividend, 56,  are divisible by 9, as 9 times 6 equals 54, which when subtracted leaves a remainder of 2"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  23 divided by  4 equal to?	|	23 divided by  4 is equal to 5 with a remainder of 3	|	"The first two digits of the dividend, 23,  are divisible by 4, as 4 times 5 equals 20, which when subtracted leaves a remainder of 3"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  91 divided by  7 equal to?	|	91 divided by  7 is equal to 13 with a remainder of 0	|	"The first digit of the dividend, 9,  is divisible by 7, as 7 times 1 equals 7, which when subtracted leaves a remainder of 2"	|	"Then take the remainder from the first step, 2 , and the next digit from the dividend, which, together, gives you 21 which is divisible by 7, as 7 times 3 equals 21, which when subtracted leaves a remainder of 0"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  16 divided by  6 equal to?	|	16 divided by  6 is equal to 2 with a remainder of 4	|	"The first two digits of the dividend, 16,  are divisible by 6, as 6 times 2 equals 12, which when subtracted leaves a remainder of 4"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  83 divided by  9 equal to?	|	83 divided by  9 is equal to 9 with a remainder of 2	|	"The first two digits of the dividend, 83,  are divisible by 9, as 9 times 9 equals 81, which when subtracted leaves a remainder of 2"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  51 divided by  4 equal to?	|	51 divided by  4 is equal to 12 with a remainder of 3	|	"The first digit of the dividend, 5,  is divisible by 4, as 4 times 1 equals 4, which when subtracted leaves a remainder of 1"	|	"Then take the remainder from the first step, 1 , and the next digit from the dividend, which, together, gives you 11 which is divisible by 4, as 4 times 2 equals 8, which when subtracted leaves a remainder of 3"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  18 divided by  7 equal to?	|	18 divided by  7 is equal to 2 with a remainder of 4	|	"The first two digits of the dividend, 18,  are divisible by 7, as 7 times 2 equals 14, which when subtracted leaves a remainder of 4"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  62 divided by  7 equal to?	|	62 divided by  7 is equal to 8 with a remainder of 6	|	"The first two digits of the dividend, 62,  are divisible by 7, as 7 times 8 equals 56, which when subtracted leaves a remainder of 6"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  30 divided by  2 equal to?	|	30 divided by  2 is equal to 15 with a remainder of 0	|	"The first digit of the dividend, 3,  is divisible by 2, as 2 times 1 equals 2, which when subtracted leaves a remainder of 1"	|	"Then take the remainder from the first step, 1 , and the next digit from the dividend, which, together, gives you 10 which is divisible by 2, as 2 times 5 equals 10, which when subtracted leaves a remainder of 0"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  97 divided by  6 equal to?	|	97 divided by  6 is equal to 16 with a remainder of 1	|	"The first digit of the dividend, 9,  is divisible by 6, as 6 times 1 equals 6, which when subtracted leaves a remainder of 3"	|	"Then take the remainder from the first step, 3 , and the next digit from the dividend, which, together, gives you 37 which is divisible by 6, as 6 times 6 equals 36, which when subtracted leaves a remainder of 1"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  65 divided by  9 equal to?	|	65 divided by  9 is equal to 7 with a remainder of 2	|	"The first two digits of the dividend, 65,  are divisible by 9, as 9 times 7 equals 63, which when subtracted leaves a remainder of 2"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  32 divided by  4 equal to?	|	32 divided by  4 is equal to 8 with a remainder of 0	|	"The first two digits of the dividend, 32,  are divisible by 4, as 4 times 8 equals 32, which when subtracted leaves a remainder of 0"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  57 divided by  2 equal to?	|	57 divided by  2 is equal to 28 with a remainder of 1	|	"The first digit of the dividend, 5,  is divisible by 2, as 2 times 2 equals 4, which when subtracted leaves a remainder of 1"	|	"Then take the remainder from the first step, 1 , and the next digit from the dividend, which, together, gives you 17 which is divisible by 2, as 2 times 8 equals 16, which when subtracted leaves a remainder of 1"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  25 divided by  6 equal to?	|	25 divided by  6 is equal to 4 with a remainder of 1	|	"The first two digits of the dividend, 25,  are divisible by 6, as 6 times 4 equals 24, which when subtracted leaves a remainder of 1"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  50 divided by  4 equal to?	|	50 divided by  4 is equal to 12 with a remainder of 2	|	"The first digit of the dividend, 5,  is divisible by 4, as 4 times 1 equals 4, which when subtracted leaves a remainder of 1"	|	"Then take the remainder from the first step, 1 , and the next digit from the dividend, which, together, gives you 10 which is divisible by 4, as 4 times 2 equals 8, which when subtracted leaves a remainder of 2"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  17 divided by  7 equal to?	|	17 divided by  7 is equal to 2 with a remainder of 3	|	"The first two digits of the dividend, 17,  are divisible by 7, as 7 times 2 equals 14, which when subtracted leaves a remainder of 3"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  94 divided by  8 equal to?	|	94 divided by  8 is equal to 11 with a remainder of 6	|	"The first digit of the dividend, 9,  is divisible by 8, as 8 times 1 equals 8, which when subtracted leaves a remainder of 1"	|	"Then take the remainder from the first step, 1 , and the next digit from the dividend, which, together, gives you 14 which is divisible by 8, as 8 times 1 equals 8, which when subtracted leaves a remainder of 6"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  62 divided by  3 equal to?	|	62 divided by  3 is equal to 20 with a remainder of 2	|	"The first digit of the dividend, 6,  is divisible by 3, as 3 times 2 equals 6, which when subtracted leaves a remainder of 0"	|	"Then, as the remainder was 0 which, taken together with the next digit, equals 2 is not divisible by 3,  you need to add a zero to the quotient, and 2 becomes the remainder, and move to the next step"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  29 divided by  6 equal to?	|	29 divided by  6 is equal to 4 with a remainder of 5	|	"The first two digits of the dividend, 29,  are divisible by 6, as 6 times 4 equals 24, which when subtracted leaves a remainder of 5"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  97 divided by  9 equal to?	|	97 divided by  9 is equal to 10 with a remainder of 7	|	"The first digit of the dividend, 9,  is divisible by 9, as 9 times 1 equals 9, which when subtracted leaves a remainder of 0"	|	"Then, as the remainder was 0 which, taken together with the next digit, equals 7 is not divisible by 9,  you need to add a zero to the quotient, and 7 becomes the remainder, and move to the next step"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  64 divided by  4 equal to?	|	64 divided by  4 is equal to 16 with a remainder of 0	|	"The first digit of the dividend, 6,  is divisible by 4, as 4 times 1 equals 4, which when subtracted leaves a remainder of 2"	|	"Then take the remainder from the first step, 2 , and the next digit from the dividend, which, together, gives you 24 which is divisible by 4, as 4 times 6 equals 24, which when subtracted leaves a remainder of 0"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  89 divided by  3 equal to?	|	89 divided by  3 is equal to 29 with a remainder of 2	|	"The first digit of the dividend, 8,  is divisible by 3, as 3 times 2 equals 6, which when subtracted leaves a remainder of 2"	|	"Then take the remainder from the first step, 2 , and the next digit from the dividend, which, together, gives you 29 which is divisible by 3, as 3 times 9 equals 27, which when subtracted leaves a remainder of 2"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  57 divided by  6 equal to?	|	57 divided by  6 is equal to 9 with a remainder of 3	|	"The first two digits of the dividend, 57,  are divisible by 6, as 6 times 9 equals 54, which when subtracted leaves a remainder of 3"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  24 divided by  9 equal to?	|	24 divided by  9 is equal to 2 with a remainder of 6	|	"The first two digits of the dividend, 24,  are divisible by 9, as 9 times 2 equals 18, which when subtracted leaves a remainder of 6"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  11 divided by  6 equal to?	|	11 divided by  6 is equal to 1 with a remainder of 5	|	"The first two digits of the dividend, 11,  are divisible by 6, as 6 times 1 equals 6, which when subtracted leaves a remainder of 5"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  36 divided by  5 equal to?	|	36 divided by  5 is equal to 7 with a remainder of 1	|	"The first two digits of the dividend, 36,  are divisible by 5, as 5 times 7 equals 35, which when subtracted leaves a remainder of 1"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  60 divided by  3 equal to?	|	60 divided by  3 is equal to 20 with a remainder of 0	|	"The first digit of the dividend, 6,  is divisible by 3, as 3 times 2 equals 6, which when subtracted leaves a remainder of 0"	|	"Then, as the remainder was 0 which, taken together with the next digit, equals 0 is not divisible by 3,  you need to add a zero to the quotient, and 0 becomes the remainder, and move to the next step"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  28 divided by  6 equal to?	|	28 divided by  6 is equal to 4 with a remainder of 4	|	"The first two digits of the dividend, 28,  are divisible by 6, as 6 times 4 equals 24, which when subtracted leaves a remainder of 4"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  95 divided by  9 equal to?	|	95 divided by  9 is equal to 10 with a remainder of 5	|	"The first digit of the dividend, 9,  is divisible by 9, as 9 times 1 equals 9, which when subtracted leaves a remainder of 0"	|	"Then, as the remainder was 0 which, taken together with the next digit, equals 5 is not divisible by 9,  you need to add a zero to the quotient, and 5 becomes the remainder, and move to the next step"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  63 divided by  5 equal to?	|	63 divided by  5 is equal to 12 with a remainder of 3	|	"The first digit of the dividend, 6,  is divisible by 5, as 5 times 1 equals 5, which when subtracted leaves a remainder of 1"	|	"Then take the remainder from the first step, 1 , and the next digit from the dividend, which, together, gives you 13 which is divisible by 5, as 5 times 2 equals 10, which when subtracted leaves a remainder of 3"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  88 divided by  3 equal to?	|	88 divided by  3 is equal to 29 with a remainder of 1	|	"The first digit of the dividend, 8,  is divisible by 3, as 3 times 2 equals 6, which when subtracted leaves a remainder of 2"	|	"Then take the remainder from the first step, 2 , and the next digit from the dividend, which, together, gives you 28 which is divisible by 3, as 3 times 9 equals 27, which when subtracted leaves a remainder of 1"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  55 divided by  6 equal to?	|	55 divided by  6 is equal to 9 with a remainder of 1	|	"The first two digits of the dividend, 55,  are divisible by 6, as 6 times 9 equals 54, which when subtracted leaves a remainder of 1"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  23 divided by  9 equal to?	|	23 divided by  9 is equal to 2 with a remainder of 5	|	"The first two digits of the dividend, 23,  are divisible by 9, as 9 times 2 equals 18, which when subtracted leaves a remainder of 5"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  71 divided by  3 equal to?	|	71 divided by  3 is equal to 23 with a remainder of 2	|	"The first digit of the dividend, 7,  is divisible by 3, as 3 times 2 equals 6, which when subtracted leaves a remainder of 1"	|	"Then take the remainder from the first step, 1 , and the next digit from the dividend, which, together, gives you 11 which is divisible by 3, as 3 times 3 equals 9, which when subtracted leaves a remainder of 2"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  39 divided by  6 equal to?	|	39 divided by  6 is equal to 6 with a remainder of 3	|	"The first two digits of the dividend, 39,  are divisible by 6, as 6 times 6 equals 36, which when subtracted leaves a remainder of 3"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  64 divided by  5 equal to?	|	64 divided by  5 is equal to 12 with a remainder of 4	|	"The first digit of the dividend, 6,  is divisible by 5, as 5 times 1 equals 5, which when subtracted leaves a remainder of 1"	|	"Then take the remainder from the first step, 1 , and the next digit from the dividend, which, together, gives you 14 which is divisible by 5, as 5 times 2 equals 10, which when subtracted leaves a remainder of 4"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  31 divided by  8 equal to?	|	31 divided by  8 is equal to 3 with a remainder of 7	|	"The first two digits of the dividend, 31,  are divisible by 8, as 8 times 3 equals 24, which when subtracted leaves a remainder of 7"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  56 divided by  6 equal to?	|	56 divided by  6 is equal to 9 with a remainder of 2	|	"The first two digits of the dividend, 56,  are divisible by 6, as 6 times 9 equals 54, which when subtracted leaves a remainder of 2"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  24 divided by  10 equal to?	|	24 divided by  10 is equal to 2 with a remainder of 4	|	"The first two digits of the dividend, 24,  are divisible by 10, as 10 times 2 equals 20, which when subtracted leaves a remainder of 4"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  49 divided by  8 equal to?	|	49 divided by  8 is equal to 6 with a remainder of 1	|	"The first two digits of the dividend, 49,  are divisible by 8, as 8 times 6 equals 48, which when subtracted leaves a remainder of 1"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  16 divided by  3 equal to?	|	16 divided by  3 is equal to 5 with a remainder of 1	|	"The first two digits of the dividend, 16,  are divisible by 3, as 3 times 5 equals 15, which when subtracted leaves a remainder of 1"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  84 divided by  6 equal to?	|	84 divided by  6 is equal to 14 with a remainder of 0	|	"The first digit of the dividend, 8,  is divisible by 6, as 6 times 1 equals 6, which when subtracted leaves a remainder of 2"	|	"Then take the remainder from the first step, 2 , and the next digit from the dividend, which, together, gives you 24 which is divisible by 6, as 6 times 4 equals 24, which when subtracted leaves a remainder of 0"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  70 divided by  3 equal to?	|	70 divided by  3 is equal to 23 with a remainder of 1	|	"The first digit of the dividend, 7,  is divisible by 3, as 3 times 2 equals 6, which when subtracted leaves a remainder of 1"	|	"Then take the remainder from the first step, 1 , and the next digit from the dividend, which, together, gives you 10 which is divisible by 3, as 3 times 3 equals 9, which when subtracted leaves a remainder of 1"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  38 divided by  6 equal to?	|	38 divided by  6 is equal to 6 with a remainder of 2	|	"The first two digits of the dividend, 38,  are divisible by 6, as 6 times 6 equals 36, which when subtracted leaves a remainder of 2"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  63 divided by  5 equal to?	|	63 divided by  5 is equal to 12 with a remainder of 3	|	"The first digit of the dividend, 6,  is divisible by 5, as 5 times 1 equals 5, which when subtracted leaves a remainder of 1"	|	"Then take the remainder from the first step, 1 , and the next digit from the dividend, which, together, gives you 13 which is divisible by 5, as 5 times 2 equals 10, which when subtracted leaves a remainder of 3"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  30 divided by  8 equal to?	|	30 divided by  8 is equal to 3 with a remainder of 6	|	"The first two digits of the dividend, 30,  are divisible by 8, as 8 times 3 equals 24, which when subtracted leaves a remainder of 6"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  98 divided by  3 equal to?	|	98 divided by  3 is equal to 32 with a remainder of 2	|	"The first digit of the dividend, 9,  is divisible by 3, as 3 times 3 equals 9, which when subtracted leaves a remainder of 0"	|	"Then take the remainder from the first step, 0 , and the next digit from the dividend, which, together, gives you 8 which is divisible by 3, as 3 times 2 equals 6, which when subtracted leaves a remainder of 2"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  65 divided by  6 equal to?	|	65 divided by  6 is equal to 10 with a remainder of 5	|	"The first digit of the dividend, 6,  is divisible by 6, as 6 times 1 equals 6, which when subtracted leaves a remainder of 0"	|	"Then, as the remainder was 0 which, taken together with the next digit, equals 5 is not divisible by 6,  you need to add a zero to the quotient, and 5 becomes the remainder, and move to the next step"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  90 divided by  5 equal to?	|	90 divided by  5 is equal to 18 with a remainder of 0	|	"The first digit of the dividend, 9,  is divisible by 5, as 5 times 1 equals 5, which when subtracted leaves a remainder of 4"	|	"Then take the remainder from the first step, 4 , and the next digit from the dividend, which, together, gives you 40 which is divisible by 5, as 5 times 8 equals 40, which when subtracted leaves a remainder of 0"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  57 divided by  8 equal to?	|	57 divided by  8 is equal to 7 with a remainder of 1	|	"The first two digits of the dividend, 57,  are divisible by 8, as 8 times 7 equals 56, which when subtracted leaves a remainder of 1"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	4
	|	What is  82 divided by  7 equal to?	|	82 divided by  7 is equal to 11 with a remainder of 5	|	"The first digit of the dividend, 8,  is divisible by 7, as 7 times 1 equals 7, which when subtracted leaves a remainder of 1"	|	"Then take the remainder from the first step, 1 , and the next digit from the dividend, which, together, gives you 12 which is divisible by 7, as 7 times 1 equals 7, which when subtracted leaves a remainder of 5"	|		|		|		|	LONG DIVISION	|	DIVISION	|	4
