
Tempplate Number	|	Question	|	Answer	|	Step 1	| Q D D R M,	Step 2	|	Step 3	|	Step 4	|	Step 5	|	Type	|	Skill	|	Grade
6	|	"if Salim placed 76 pieces of stationary,  and 32 were calculators, then how many rulers did he put?"	|	Salim placed 12 rulers	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
11	|	"Each child has 7 scarlet coloured markers. If there are 5 children, how many scarlet coloured markers are there in total?"	|	There are 35 scarlet coloured markers in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
11	|	"Each child has 9 bronze coloured crayons. If there are 7 children, how many bronze coloured crayons are there in total?"	|	There are 63 bronze coloured crayons in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
11	|	"Each child has 4 swimsuit. If there are 10 children, how many swimsuit are there in total?"	|	There are 40 swimsuit in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
7	|	"Jannie played in 95 hockey games this year. Last year, she played in 37 games. How many hockey games did she play in total?"	|	Jannie played in a total of 132 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
8	|	"Malvina played in 81 soccer games this year. Last year, she played in 97 games. How many soccer games did she play in total?"	|	Malvina played in a total of 178 soccer games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
8	|	"Woody played in 73 soccer games this year. Last year, he played in 77 games. How many soccer games did he play in total?"	|	Woody played in a total of 150 soccer games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
6	|	"if Neda had 32 markers,  and 9 were black coloured markers, then how many purple coloured markers did she have?"	|	Neda had 14 purple coloured markers	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
11	|	"Each child has 5 orange coloured crayons. If there are 5 children, how many orange coloured crayons are there in total?"	|	There are 25 orange coloured crayons in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
8	|	"Annett played in 97 soccer games this year. Last year, she played in 21 games. How many soccer games did she play in total?"	|	Annett played in a total of 118 soccer games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
8	|	"Jarrid played in 71 soccer games this year. Last year, he played in 64 games. How many soccer games did he play in total?"	|	Jarrid played in a total of 135 soccer games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
12	|	in the desk there are 16 indigo coloured pencils. If we remove 7 of the indigo coloured pencils how many indigo coloured pencils would we have left?	|	There would be  9 indigo coloured pencils left in the desk.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
7	|	"Noella played in 53 hockey games this year. Last year, she played in 77 games. How many hockey games did she play in total?"	|	Noella played in a total of 130 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
5	|	"If Bessie has 36 brown coloured pencils, and gives Ossie 12 of her brown coloured pencils, then how many brown coloured pencils does she have left?"	|	Bessie has 24 brown coloured pencils left.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
11	|	"Each child has 10 cobalt blue coloured markers. If there are 7 children, how many cobalt blue coloured markers are there in total?"	|	There are 70 cobalt blue coloured markers in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
11	|	"Each child has 8 beetles. If there are 5 children, how many beetles are there in total?"	|	There are 40 beetles in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
5	|	"If Nicola has 17 tigers, and gives Melodie 6 of his tigers, then how many tigers does he have left?"	|	Nicola has 11 tigers left.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
11	|	"Each child has 3 turtles. If there are 7 children, how many turtles are there in total?"	|	There are 21 turtles in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
10	|	"if Gannon bought 13 fruit at the grocery store and 8 were melons, then how many figs did he buy at the grocery store?"	|	Gannon bought 3 figs	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
8	|	"Otilia played in 89 soccer games this year. Last year, she played in 26 games. How many soccer games did she play in total?"	|	Otilia played in a total of 115 soccer games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
7	|	"Tyler played in 58 hockey games this year. Last year, she played in 43 games. How many hockey games did she play in total?"	|	Tyler played in a total of 101 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
3	|	"if Mark  0 , and Noelia  0 sharpners, then how many  did they  altogether?"	|	"Together,  Mark and Noelia  0 "	|		|		|		|		|		|	Word Problem	|	addition	|	3
8	|	"Felike played in 44 soccer games this year. Last year, he played in 22 games. How many soccer games did he play in total?"	|	Felike played in a total of 66 soccer games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
11	|	"Each child has 3 worms. If there are 6 children, how many worms are there in total?"	|	There are 18 worms in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
6	|	"if Cora placed 48 pencils,  and 39 were violet coloured pencils, then how many sapphire coloured pencils did she put?"	|	Cora placed 30 sapphire coloured pencils	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
6	|	"if Antin bought 136 fruit,  and 82 were raspberries, then how many currant did he buy?"	|	Antin bought 28 currant	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
5	|	"If Dani has 22 rabbits, and gives Ephraim 15 of her rabbits, then how many rabbits does she have left?"	|	Dani has 7 rabbits left.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
10	|	"if Arny had 1471 fruit at the farm and 809 were redcurrant, then how many elderberries did he have at the farm?"	|	Arny had 147 elderberries	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
11	|	"Each child has 6 red-violet coloured crayons. If there are 2 children, how many red-violet coloured crayons are there in total?"	|	There are 12 red-violet coloured crayons in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
10	|	"if Carling placed 57 pieces of stationary in the drawer and 51 were folders, then how many pencils did he put in the drawer?"	|	Carling placed 45 pencils	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
4	|	"If Chickie has 18 cyan coloured pencils, and Alonso gives him 48 cyan coloured pencils, then how many cyan coloured pencils does he have altogether?"	|	Chickie has a total of 66 cyan coloured pencils	|		|		|		|		|		|	Word Problem	|	addition	|	3
10	|	"if Taneka bought 38 fruit at the grocery store and 15 were quinces, then how many peaches did she buy at the grocery store?"	|	Taneka bought 8 peaches	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
11	|	"Each child has 3 papayas. If there are 6 children, how many papayas are there in total?"	|	There are 18 papayas in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
4	|	"If Sumner has 45 windcheater, and Jovita gives him 2 windcheater, then how many windcheater does he have altogether?"	|	Sumner has a total of 47 windcheater	|		|		|		|		|		|	Word Problem	|	addition	|	3
11	|	"Each child has 6 moths. If there are 10 children, how many moths are there in total?"	|	There are 60 moths in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
7	|	"Tristam played in 95 hockey games this year. Last year, he played in 58 games. How many hockey games did he play in total?"	|	Tristam played in a total of 153 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
3	|	"if Cullen fed 15 cows, and Min fed 10 rabbits, then how many farm animals did they feed altogether?"	|	"Together,  Cullen and Min fed 25 farm animals"	|		|		|		|		|		|	Word Problem	|	addition	|	3
11	|	"Each child has 11 alligators. If there are 5 children, how many alligators are there in total?"	|	There are 55 alligators in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
9	|	"Debbie played in 27 basketball games this year. Last year, she played in 71 games. How many basketball games did she play in total?"	|	Debbie played in a total of 98 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
11	|	"Each child has 5 lilac coloured crayons. If there are 7 children, how many lilac coloured crayons are there in total?"	|	There are 35 lilac coloured crayons in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
11	|	"Each child has 2 hippopotamii. If there are 9 children, how many hippopotamii are there in total?"	|	There are 18 hippopotamii in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
7	|	"Axel played in 84 hockey games this year. Last year, he played in 63 games. How many hockey games did he play in total?"	|	Axel played in a total of 147 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
9	|	"Chia played in 6 basketball games this year. Last year, she played in 19 games. How many basketball games did she play in total?"	|	Chia played in a total of 25 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
10	|	"if Velda took photos of 34 insects in the backyard and 19 were dragonflies, then how many dragonflies did she take photos of in the backyard?"	|	Velda took photos of 4 dragonflies	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
4	|	"If Vivian has 3 scarlet coloured pencils, and Retta gives her 49 scarlet coloured pencils, then how many scarlet coloured pencils does she have altogether?"	|	Vivian has a total of 52 scarlet coloured pencils	|		|		|		|		|		|	Word Problem	|	addition	|	3
9	|	"Shelba played in 3 basketball games this year. Last year, she played in 26 games. How many basketball games did she play in total?"	|	Shelba played in a total of 29 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
9	|	"Bobbie played in 6 basketball games this year. Last year, she played in 90 games. How many basketball games did she play in total?"	|	Bobbie played in a total of 96 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
11	|	"Each child has 2 pigs. If there are 2 children, how many pigs are there in total?"	|	There are 4 pigs in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
6	|	"if Ellerey fed 28 wild animals,  and 14 were tigers, then how many camels did he feed?"	|	Ellerey fed 0 camels	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
8	|	"Piggy played in 73 soccer games this year. Last year, he played in 33 games. How many soccer games did he play in total?"	|	Piggy played in a total of 106 soccer games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
7	|	"Kipper played in 17 hockey games this year. Last year, he played in 45 games. How many hockey games did he play in total?"	|	Kipper played in a total of 62 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
11	|	"Each child has 8 lemon coloured crayons. If there are 3 children, how many lemon coloured crayons are there in total?"	|	There are 24 lemon coloured crayons in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
12	|	in the desk there are 38 prussian blue coloured crayons. If we remove 5 of the prussian blue coloured crayons how many prussian blue coloured crayons would we have left?	|	There would be  33 prussian blue coloured crayons left in the desk.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
11	|	"Each child has 2 tigers. If there are 6 children, how many tigers are there in total?"	|	There are 12 tigers in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
6	|	"if Nancie sold 1331 fruit,  and 541 were pepper, then how many pepper did she sell?"	|	Nancie sold 249 pepper	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
8	|	"Tamisha played in 28 soccer games this year. Last year, she played in 44 games. How many soccer games did she play in total?"	|	Tamisha played in a total of 72 soccer games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
10	|	"if Isidra took photos of 25 wild animals at the zoo and 7 were deers, then how many bears did she take photos of at the zoo?"	|	Isidra took photos of 11 bears	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
5	|	"If Benton has 37 jacket, and gives Seamus 25 of his jacket, then how many jacket does he have left?"	|	Benton has 12 jacket left.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
10	|	"if Tomaso had 43 markers in the desk and 14 were lime coloured markers, then how many bronze coloured markers did he have in the desk?"	|	Tomaso had 15 bronze coloured markers	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
11	|	"Each child has 3 shrits. If there are 9 children, how many shrits are there in total?"	|	There are 27 shrits in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
6	|	"if Delsie counted 145 insects,  and 98 were worms, then how many ants did she count?"	|	Delsie counted 51 ants	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
5	|	"If Kenneth has 21 goats, and gives Sung 13 of his goats, then how many goats does he have left?"	|	Kenneth has 8 goats left.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
3	|	"if Mischa took photos of 15 squirrels, and Ivan took photos of 13 dogs, then how many animals did they take photos of altogether?"	|	"Together,  Mischa and Ivan took photos of 28 animals"	|		|		|		|		|		|	Word Problem	|	addition	|	3
10	|	"if Korey had 67 pieces of stationary in the drawer and 39 were markers, then how many folders did he have in the drawer?"	|	Korey had 11 folders	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
7	|	"Sarah played in 77 hockey games this year. Last year, she played in 70 games. How many hockey games did she play in total?"	|	Sarah played in a total of 147 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
10	|	"if Oberon placed 46 markers in the desk and 25 were lemon coloured markers, then how many jade coloured markers did he put in the desk?"	|	Oberon placed 4 jade coloured markers	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
5	|	"If Danyell has 13 goats, and gives Wyndham 10 of her goats, then how many goats does she have left?"	|	Danyell has 3 goats left.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
12	|	in the desk there are 49 mauve coloured crayons. If we remove 25 of the mauve coloured crayons how many mauve coloured crayons would we have left?	|	There would be  24 mauve coloured crayons left in the desk.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
11	|	"Each child has 1 cows. If there are 4 children, how many cows are there in total?"	|	There are 4 cows in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
4	|	"If Galen has 6 turkeys, and Miki gives him 7 turkeys, then how many turkeys does he have altogether?"	|	Galen has a total of 13 turkeys	|		|		|		|		|		|	Word Problem	|	addition	|	3
4	|	"If Lilliam has 49 ivory coloured markers, and Erin gives her 38 ivory coloured markers, then how many ivory coloured markers does she have altogether?"	|	Lilliam has a total of 87 ivory coloured markers	|		|		|		|		|		|	Word Problem	|	addition	|	3
4	|	"If Jadwiga has 5 kittens, and Loyce gives her 5 kittens, then how many kittens does she have altogether?"	|	Jadwiga has a total of 10 kittens	|		|		|		|		|		|	Word Problem	|	addition	|	3
12	|	at the farm there are 345 grapes. If we remove 67 of the grapes how many grapes would we have left?	|	There would be  278 grapes left at the farm.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
11	|	"Each child has 6 gray coloured markers. If there are 9 children, how many gray coloured markers are there in total?"	|	There are 54 gray coloured markers in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
7	|	"Davon played in 86 hockey games this year. Last year, he played in 83 games. How many hockey games did he play in total?"	|	Davon played in a total of 169 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
6	|	"if Karl had 34 markers,  and 30 were beige coloured markers, then how many brown coloured markers did he have?"	|	Karl had 26 brown coloured markers	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
12	|	in the desk there are 39 silver coloured markers. If we remove 4 of the silver coloured markers how many silver coloured markers would we have left?	|	There would be  35 silver coloured markers left in the desk.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
4	|	"If Dave has 2 mechanical pencils, and Konrad gives him 21 mechanical pencils, then how many mechanical pencils does he have altogether?"	|	Dave has a total of 23 mechanical pencils	|		|		|		|		|		|	Word Problem	|	addition	|	3
6	|	"if Aileen picked 45 fruit,  and 22 were guavas, then how many canary melons did she pick?"	|	Aileen picked 1 canary melons	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
9	|	"Trevar played in 7 basketball games this year. Last year, he played in 4 games. How many basketball games did he play in total?"	|	Trevar played in a total of 11 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
10	|	"if Rourke placed 54 clothes in the bag and 11 were pair of gloves, then how many cap did he put in the bag?"	|	Rourke placed 32 cap	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
3	|	"if Darryl had 877 pepper, and Bob had 861 blackberries, then how many fruit did they have altogether?"	|	"Together,  Darryl and Bob had 1738 fruit"	|		|		|		|		|		|	Word Problem	|	addition	|	3
5	|	"If Andras has 640 elderberries, and gives Desiree 554 of his elderberries, then how many elderberries does he have left?"	|	Andras has 86 elderberries left.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
11	|	"Each child has 10 snails. If there are 5 children, how many snails are there in total?"	|	There are 50 snails in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
11	|	"Each child has 5 beetles. If there are 7 children, how many beetles are there in total?"	|	There are 35 beetles in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
6	|	"if Walton placed 63 pencils,  and 18 were green coloured pencils, then how many magenta coloured pencils did he put?"	|	Walton placed 27 magenta coloured pencils	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
3	|	"if Noriko had 4 mechanical pencils, and Leo had 15 calculators, then how many pieces of stationary did they have altogether?"	|	"Together,  Noriko and Leo had 19 pieces of stationary"	|		|		|		|		|		|	Word Problem	|	addition	|	3
6	|	"if Leopold took photos of 36 animals,  and 19 were snails, then how many hamsters did he take photos of?"	|	Leopold took photos of 2 hamsters	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
6	|	"if Luba bought 70 clothes,  and 40 were caps, then how many pair of mittens did she buy?"	|	Luba bought 10 pair of mittens	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
11	|	"Each child has 9 cows. If there are 5 children, how many cows are there in total?"	|	There are 45 cows in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
9	|	"Donette played in 49 basketball games this year. Last year, she played in 12 games. How many basketball games did she play in total?"	|	Donette played in a total of 61 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
11	|	"Each child has 8 redcurrant. If there are 4 children, how many redcurrant are there in total?"	|	There are 32 redcurrant in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
7	|	"Aimee played in 83 hockey games this year. Last year, she played in 89 games. How many hockey games did she play in total?"	|	Aimee played in a total of 172 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
10	|	"if Erlinda saw 33 insects in the backyard and 18 were beetles, then how many worms did she see in the backyard?"	|	Erlinda saw 3 worms	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
9	|	"Andre played in 74 basketball games this year. Last year, he played in 66 games. How many basketball games did he play in total?"	|	Andre played in a total of 140 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
7	|	"Foss played in 11 hockey games this year. Last year, he played in 40 games. How many hockey games did he play in total?"	|	Foss played in a total of 51 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
12	|	in the bag there are 23 hat. If we remove 18 of the hat how many hat would we have left?	|	There would be  5 hat left in the bag.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
11	|	"Each child has 10 snails. If there are 3 children, how many snails are there in total?"	|	There are 30 snails in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
4	|	"If Mary has 29 magenta coloured markers, and Joan gives her 29 magenta coloured markers, then how many magenta coloured markers does she have altogether?"	|	Mary has a total of 58 magenta coloured markers	|		|		|		|		|		|	Word Problem	|	addition	|	3
8	|	"Miesha played in 67 soccer games this year. Last year, she played in 87 games. How many soccer games did she play in total?"	|	Miesha played in a total of 154 soccer games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
7	|	"Lesley played in 31 hockey games this year. Last year, he played in 50 games. How many hockey games did he play in total?"	|	Lesley played in a total of 81 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
9	|	"Niesha played in 86 basketball games this year. Last year, she played in 45 games. How many basketball games did she play in total?"	|	Niesha played in a total of 131 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
8	|	"Pennie played in 16 soccer games this year. Last year, he played in 37 games. How many soccer games did he play in total?"	|	Pennie played in a total of 53 soccer games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
11	|	"Each child has 2 persian blue coloured crayons. If there are 6 children, how many persian blue coloured crayons are there in total?"	|	There are 12 persian blue coloured crayons in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
11	|	"Each child has 4 tomato. If there are 7 children, how many tomato are there in total?"	|	There are 28 tomato in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
6	|	"if Dodie placed 79 pencils,  and 29 were teal coloured pencils, then how many jade coloured pencils did she put?"	|	Dodie placed 21 jade coloured pencils	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
9	|	"Gerri played in 65 basketball games this year. Last year, he played in 16 games. How many basketball games did he play in total?"	|	Gerri played in a total of 81 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
11	|	"Each child has 5 gooseberries. If there are 9 children, how many gooseberries are there in total?"	|	There are 45 gooseberries in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
6	|	"if Ellan sold 1598 fruit,  and 757 were blackcurrant, then how many pepper did she sell?"	|	Ellan sold 84 pepper	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
7	|	"Valery played in 55 hockey games this year. Last year, she played in 100 games. How many hockey games did she play in total?"	|	Valery played in a total of 155 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
3	|	"if Carisa placed 5 crimson coloured pencils, and Layla placed 37 olive coloured pencils, then how many pencils did they put altogether?"	|	"Together,  Carisa and Layla placed 42 pencils"	|		|		|		|		|		|	Word Problem	|	addition	|	3
8	|	"Geri played in 72 soccer games this year. Last year, she played in 70 games. How many soccer games did she play in total?"	|	Geri played in a total of 142 soccer games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
9	|	"Joann played in 4 basketball games this year. Last year, she played in 5 games. How many basketball games did she play in total?"	|	Joann played in a total of 9 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
11	|	"Each child has 5 black coloured crayons. If there are 2 children, how many black coloured crayons are there in total?"	|	There are 10 black coloured crayons in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
11	|	"Each child has 1 butterflies. If there are 9 children, how many butterflies are there in total?"	|	There are 9 butterflies in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
8	|	"Padraig played in 24 soccer games this year. Last year, he played in 30 games. How many soccer games did he play in total?"	|	Padraig played in a total of 54 soccer games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
7	|	"Tomika played in 16 hockey games this year. Last year, she played in 2 games. How many hockey games did she play in total?"	|	Tomika played in a total of 18 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
9	|	"Grayce played in 77 basketball games this year. Last year, she played in 61 games. How many basketball games did she play in total?"	|	Grayce played in a total of 138 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
11	|	"Each child has 10 tan coloured pencils. If there are 3 children, how many tan coloured pencils are there in total?"	|	There are 30 tan coloured pencils in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
9	|	"Tabatha played in 15 basketball games this year. Last year, she played in 40 games. How many basketball games did she play in total?"	|	Tabatha played in a total of 55 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
11	|	"Each child has 11 geese. If there are 10 children, how many geese are there in total?"	|	There are 110 geese in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
6	|	"if Audra bought 953 fruit,  and 263 were huckleberries, then how many redcurrant did she buy?"	|	Audra bought 427 redcurrant	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
11	|	"Each child has 11 notebooks. If there are 6 children, how many notebooks are there in total?"	|	There are 66 notebooks in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
9	|	"Georgie played in 5 basketball games this year. Last year, he played in 13 games. How many basketball games did he play in total?"	|	Georgie played in a total of 18 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
7	|	"Tuck played in 30 hockey games this year. Last year, he played in 51 games. How many hockey games did he play in total?"	|	Tuck played in a total of 81 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
6	|	"if Jenell had 40 pencils,  and 18 were ivory coloured pencils, then how many cobalt blue coloured pencils did she have?"	|	Jenell had 4 cobalt blue coloured pencils	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
5	|	"If Lillia has 13 rabbits, and gives Holmes 7 of her rabbits, then how many rabbits does she have left?"	|	Lillia has 6 rabbits left.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
4	|	"If Eusebia has 47 lime coloured pencils, and Guthry gives her 27 lime coloured pencils, then how many lime coloured pencils does she have altogether?"	|	Eusebia has a total of 74 lime coloured pencils	|		|		|		|		|		|	Word Problem	|	addition	|	3
11	|	"Each child has 11 boysenberries. If there are 7 children, how many boysenberries are there in total?"	|	There are 77 boysenberries in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
9	|	"Pascal played in 72 basketball games this year. Last year, he played in 62 games. How many basketball games did he play in total?"	|	Pascal played in a total of 134 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
3	|	"if Guss saw 4 geese, and Olivero saw 16 pigs, then how many farm animals did they see altogether?"	|	"Together,  Guss and Olivero saw 20 farm animals"	|		|		|		|		|		|	Word Problem	|	addition	|	3
7	|	"Paris played in 5 hockey games this year. Last year, she played in 5 games. How many hockey games did she play in total?"	|	Paris played in a total of 10 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
10	|	"if Aharon fed 33 animals in the backyard and 15 were squirrels, then how many snails did he feed in the backyard?"	|	Aharon fed 3 snails	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
9	|	"Justen played in 98 basketball games this year. Last year, he played in 27 games. How many basketball games did he play in total?"	|	Justen played in a total of 125 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
5	|	"If Sergio has 38 indigo coloured crayons, and gives Fidel 38 of his indigo coloured crayons, then how many indigo coloured crayons does he have left?"	|	Sergio has 0 indigo coloured crayons left.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
11	|	"Each child has 9 ivory coloured pencils. If there are 1 children, how many ivory coloured pencils are there in total?"	|	There are 9 ivory coloured pencils in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
11	|	"Each child has 2 swimsuit. If there are 4 children, how many swimsuit are there in total?"	|	There are 8 swimsuit in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
4	|	"If Brigida has 18 sapphire coloured markers, and Kris gives her 31 sapphire coloured markers, then how many sapphire coloured markers does she have altogether?"	|	Brigida has a total of 49 sapphire coloured markers	|		|		|		|		|		|	Word Problem	|	addition	|	3
11	|	"Each child has 10 chimpanzees. If there are 4 children, how many chimpanzees are there in total?"	|	There are 40 chimpanzees in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
12	|	in the desk there are 40 orange coloured pencils. If we remove 19 of the orange coloured pencils how many orange coloured pencils would we have left?	|	There would be  21 orange coloured pencils left in the desk.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
7	|	"Kit played in 36 hockey games this year. Last year, he played in 81 games. How many hockey games did he play in total?"	|	Kit played in a total of 117 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
10	|	"if Errol had 66 pieces of stationary in the drawer and 29 were glue sticks, then how many erasers did he have in the drawer?"	|	Errol had 8 erasers	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
12	|	in the desk there are 4 emerald coloured crayons. If we remove 4 of the emerald coloured crayons how many emerald coloured crayons would we have left?	|	There would be  0 emerald coloured crayons left in the desk.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
7	|	"Tiffany played in 71 hockey games this year. Last year, she played in 18 games. How many hockey games did she play in total?"	|	Tiffany played in a total of 89 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
9	|	"Daine played in 48 basketball games this year. Last year, she played in 11 games. How many basketball games did she play in total?"	|	Daine played in a total of 59 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
9	|	"Daryle played in 35 basketball games this year. Last year, he played in 8 games. How many basketball games did he play in total?"	|	Daryle played in a total of 43 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
11	|	"Each child has 7 pencils. If there are 8 children, how many pencils are there in total?"	|	There are 56 pencils in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
11	|	"Each child has 3 lemon coloured pencils. If there are 5 children, how many lemon coloured pencils are there in total?"	|	There are 15 lemon coloured pencils in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
